address;lon;lat;CnpjBase;CnpjSequencial;CnpjDv;NomeIf;Segmento;CodigoCompe;NomeAgencia;Endereco;Numero;Complemento;Bairro;Cep;MunicipioIbge;Municipio;UF;DataInicio;DDD;Telefone;Posicao;endereco_completo
Avenida Conselheiro Carrão, Carrão, São Paulo, 03403-001;-46.54660989369573;-23.543494946110755;90400888;1613;16;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4607.0;001-4607 URB-SP-AV.CONS.CARRAO;AVENIDA CONSELHEIRO CARRAO,;;;VILA CARRAO;03403-001;3550308;SAO PAULO;SP;30/04/2009;11.0;22944166.0;28/12/2021;AVENIDA CONSELHEIRO CARRAO,, , VILA CARRAO, 03403-001, SAO PAULO
Avenida Professor Francisco Morato, Butantã, São Paulo, 05512-000;-46.70730807375138;-23.57567463605682;90400888;975;53;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;388.0;001 0388 BUTANTA;AV PROF FRANCISCO MORATO;;760 E 770;BUTANTA;05512-000;3550308;SAO PAULO;SP;31/08/2006;11.0;30953460.0;28/12/2021;AV PROF FRANCISCO MORATO, , BUTANTA, 05512-000, SAO PAULO
Avenida Engenheiro George Corbisier 1151, Jabaquara, São Paulo, 04345-001;-46.644939969594105;-23.646889996550456;90400888;1616;69;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4649.0;AG. URB-SP-AV.G.CORBISIER;AVENIDA ENG, GEORGE CORBISIER, 1151;;;JABAQUARA;04345-001;3550308;SAO PAULO;SP;30/04/2009;11.0;50185250.0;28/12/2021;AVENIDA ENG, GEORGE CORBISIER, 1151, , JABAQUARA, 04345-001, SAO PAULO
Avenida Guilherme Cotching, Vila Maria, São Paulo, 02113-012;-46.58972149229052;-23.5184920642318;90400888;1618;20;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4785.0;GUILHERME COTCHING-SP-SP;AVENIDA GUILHERME COTCHING,;;1432;VILA MARIA;02113-012;3550308;SAO PAULO;SP;30/04/2009;11.0;26330000.0;28/12/2021;AVENIDA GUILHERME COTCHING,, , VILA MARIA, 02113-012, SAO PAULO
Alameda dos Maracatins, Moema, São Paulo, 04089-001;-46.660064312131375;-23.606194579877616;90400888;1620;45;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4754.0;AG. URB-SP-AV. JURUCE;ALAMEDA DOS MARACATINS,;;LJ;INDIANOPOLIS;04089-001;3550308;SAO PAULO;SP;30/04/2009;11.0;50496500.0;28/12/2021;ALAMEDA DOS MARACATINS,, , INDIANOPOLIS, 04089-001, SAO PAULO
Avenida Marechal Tito, São Miguel, São Paulo, 08010-090;-46.44430748557135;-23.492796823571727;90400888;1622;7;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4729.0;AV MAL TITO-SP-SP;AVENIDA MARECHAL TITO,;;0701;SAO MIGUEL PAULISTA;08010-090;3550308;SAO PAULO;SP;30/04/2009;11.0;20455100.0;28/12/2021;AVENIDA MARECHAL TITO,, , SAO MIGUEL PAULISTA, 08010-090, SAO PAULO
Rua Domingos Sérgio dos Anjos, São Domingos, São Paulo, 05136-170;-46.750730458135315;-23.500991149608126;60746948;9842;95;BANCO BRADESCO S.A.;Banco Múltiplo;7526.0;NEXT VIII;RUA DOMINGOS SÉRGIO DOS ANJOS;;1 ANDAR, SALA 8;JARDIM SANTO ELIAS;05136-170;3550308;SAO PAULO;SP;28/04/2021;11.0;39094101.0;28/12/2021;RUA DOMINGOS SÉRGIO DOS ANJOS, , JARDIM SANTO ELIAS, 05136-170, SAO PAULO
Rua Rui Barbosa 167, Bela Vista, São Paulo, 01326-010;-46.64532000508407;-23.557049992288015;90400888;1594;19;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3938.0;SP-BIXIGA;RUA RUI BARBOSA, 167/181;;33066408;BELA VISTA;01326-010;3550308;SAO PAULO;SP;30/04/2009;11.0;31455200.0;28/12/2021;RUA RUI BARBOSA, 167/181, , BELA VISTA, 01326-010, SAO PAULO
Rua Ribeiro de Lima 583, Bom Retiro, São Paulo, 01122-000;-46.63832002628516;-23.531329996665633;90400888;1595;8;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3406.0;R RIBEIRO DE LIMA-SP-SP;RUA RIBEIRO DE LIMA,583;;;BOM RETIRO;11220-000;3550308;SAO PAULO;SP;30/04/2009;11.0;32261700.0;28/12/2021;RUA RIBEIRO DE LIMA,583, , BOM RETIRO, 11220-000, SAO PAULO
Alameda Santos 2313, Jardim Paulista, São Paulo, 01419-002;-46.66225002457492;-23.55829998550857;90400888;1596;80;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4252.0;SP-HADDOCK LOBO;ALAMEDA SANTOS, 2313 E 2315;;;CERQUEIRA CESAR;14190-020;3550308;SAO PAULO;SP;30/04/2009;11.0;5747655.0;28/12/2021;ALAMEDA SANTOS, 2313 E 2315, , CERQUEIRA CESAR, 14190-020, SAO PAULO
Rua Capitão Manuel Freitas Novaes 26, Campo Grande, São Paulo, 04663-020;-46.6804610353355;-23.65332034283337;90400888;1597;61;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4351.0;SP-JARDIM MARAJOARA;RUA CAPITAO MANOEL DE FREITAS NOVAES, 26;;E 30;JARDIM MARAJOARA;04663-020;3550308;SAO PAULO;SP;30/04/2009;11.0;55454200.0;28/12/2021;RUA CAPITAO MANOEL DE FREITAS NOVAES, 26, , JARDIM MARAJOARA, 04663-020, SAO PAULO
Avenida Marquês de São Vicente 121, Barra Funda, São Paulo, 01139-001;-46.661019980283925;-23.522590018586527;90400888;1598;42;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4445.0;AG. SP-JUSTICA;AVENIDA MARQUES DE SAO VICENTE, 121;;CJ. 301 E 302 - C.MILLENIUM-B CENTER BLOCO B;VARZEA DA BARRA FUNDA;01139-001;3550308;SAO PAULO;SP;30/04/2009;11.0;36486200.0;28/12/2021;AVENIDA MARQUES DE SAO VICENTE, 121, , VARZEA DA BARRA FUNDA, 01139-001, SAO PAULO
Avenida Adolfo Pinheiro 159, Santo Amaro, São Paulo, 04734-000;-46.70497996113494;-23.650959997275365;90400888;1599;23;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4254.0;LGO 13 MAIO-SP-SP;AVENIDA_ADOLFO PINHEIRO, 159;;;SANTO AMARO;04733-000;3550308;SAO PAULO;SP;30/04/2009;11.0;31055459.0;28/12/2021;AVENIDA_ADOLFO PINHEIRO, 159, , SANTO AMARO, 04733-000, SAO PAULO
Rua Boa Vista, Sé, São Paulo, 01014-001;-46.63356328268531;-23.54573628835775;90400888;1601;82;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3004.0;001-3004 SP-R. BOA VISTA;RUA BOA VISTA,;;;CENTRO;01014-001;3550308;SAO PAULO;SP;30/04/2009;11.0;32925900.0;28/12/2021;RUA BOA VISTA,, , CENTRO, 01014-001, SAO PAULO
Rua Conselheiro Ribas 316, Lapa, São Paulo, 05093-060;-46.72077148158287;-23.51471894533474;90400888;1604;25;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4196.0;AG. SP-VILA ANASTACIO;RUA CONSELHEIRO RIBAS, 316;;;VILA ANASTACIO;05093-060;3550308;SAO PAULO;SP;30/04/2009;11.0;26836200.0;28/12/2021;RUA CONSELHEIRO RIBAS, 316, , VILA ANASTACIO, 05093-060, SAO PAULO
Avenida Santa Catarina, Jabaquara, São Paulo, 04378-000;-46.66489206904445;-23.644632688784533;90400888;1627;11;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4723.0;VL MASCOTE-SP-SP;AVENIDA SANTA CATARINA,;;QD 36;VILA MASCOTE;04378-400;3550308;SAO PAULO;SP;30/04/2009;11.0;56717200.0;28/12/2021;AVENIDA SANTA CATARINA,, , VILA MASCOTE, 04378-400, SAO PAULO
Avenida Vital Brasil, Butantã, São Paulo, 05503-000;-46.70997001600501;-23.570800138410284;90400888;1629;83;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4626.0;AG. URB-SP-AV.VITAL BRASIL;AVENIDA VITAL BRASIL,;;;BUTANTA;05503-000;3550308;SAO PAULO;SP;30/04/2009;11.0;30939400.0;28/12/2021;AVENIDA VITAL BRASIL,, , BUTANTA, 05503-000, SAO PAULO
Avenida Engenheiro Luís Carlos Berrini 1307, Itaim Bibi, São Paulo, 04571-010;-46.69377000382812;-23.608259984109665;90400888;1630;17;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4788.0;AG. URB-SP-BERRINI;AVENIDA ENG. LUIZ CARLOS BERRINI, 1307;;;BROOKLIN;04571-010;3550308;SAO PAULO;SP;30/04/2009;11.0;55086650.0;28/12/2021;AVENIDA ENG. LUIZ CARLOS BERRINI, 1307, , BROOKLIN, 04571-010, SAO PAULO
Rua Domingos Sérgio dos Anjos, São Domingos, São Paulo, 05136-170;-46.750730458135315;-23.500991149608126;60746948;9841;4;BANCO BRADESCO S.A.;Banco Múltiplo;6176.0;NEXT VII;RUA DOMINGOS SÉRGIO DOS ANJOS;;1 ANDAR, SALA 7;JARDIM SANTO ELIAS;05136-170;3550308;SAO PAULO;SP;25/02/2021;11.0;39093897.0;28/12/2021;RUA DOMINGOS SÉRGIO DOS ANJOS, , JARDIM SANTO ELIAS, 05136-170, SAO PAULO
Rua Fradique Coutinho 1149, Pinheiros, São Paulo, 05416-011;-46.69039997583741;-23.557709983344054;90400888;1784;72;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3940.0;SP-VILA MADALENA;RUA FRADIQUE COUTINHO, 1149;;;VILA MADALENA;54160-010;3550308;SAO PAULO;SP;30/04/2009;11.0;1172381.0;28/12/2021;RUA FRADIQUE COUTINHO, 1149, , VILA MADALENA, 54160-010, SAO PAULO
Avenida Nossa Senhora do Sabará, Campo Grande, São Paulo, 04685-006;-46.685537343546144;-23.67676984803721;90400888;1792;82;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4748.0;001-4748 INTERLAGOS II-SP-SP;AVENIDA NOSSA SENHORA DO SABARA,;;;VILA SANTANA;04685-006;3550308;SAO PAULO;SP;30/04/2009;11.0;56132900.0;28/12/2021;AVENIDA NOSSA SENHORA DO SABARA,, , VILA SANTANA, 04685-006, SAO PAULO
Rua Padre Raposo, Móoca, São Paulo, 03118-000;-46.59954157022257;-23.557841156164095;0;4473;31;BANCO DO BRASIL S.A.;Banco Múltiplo;1511.0;EMPRESA MOOCA;R PADRE RAPOSO;;;MOOCA;03118-000;3550308;SAO PAULO;SP;18/03/1999;11.0;26052333.0;28/12/2021;R PADRE RAPOSO, , MOOCA, 03118-000, SAO PAULO
Rua Doutor Rubens Gomes Bueno 691, Santo Amaro, São Paulo, 04730-000;-46.72154997788442;-23.639409986156693;40434681;1;10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Sociedade Distribuidora de TVM;;MATRIZ;RUA RUBENS GOMES BUENO, Nº 691;;TORRE ALPHA - CONJUNTO 131;VARZEA DE BAIXO;04730-903;3550308;SAO PAULO;SP;22/04/2021;;;28/12/2021;RUA RUBENS GOMES BUENO, Nº 691, , VARZEA DE BAIXO, 04730-903, SAO PAULO
Avenida Brigadeiro Faria Lima, Pinheiros, São Paulo, 01452-000;-46.68775988588472;-23.575614964857515;90400888;2386;37;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3560.0;SP-BRIGADEIRO FARIA LIMA;AV.BRIG.FARIA LIMA, 2006;;;JARDIM PAULISTANO;01451-000;3550308;SAO PAULO;SP;30/04/2009;11.0;338566000.0;28/12/2021;AV.BRIG.FARIA LIMA, 2006, , JARDIM PAULISTANO, 01451-000, SAO PAULO
Praça Charles Miller;-46.665719999999965;-23.544599999999946;90400888;2387;18;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4759.0;001-4759 URB-SP-PCA.CHARLES MILLER;PCA CHARLES MILLER;;;PACAEMBU;01234-010;3550308;SAO PAULO;SP;30/04/2009;11.0;38792400.0;28/12/2021;PCA CHARLES MILLER, , PACAEMBU, 01234-010, SAO PAULO
Praça Eduardo Rudge;-46.615849999999966;-23.531469999999956;90400888;2388;7;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4773.0;001-4773 URB-SP-MARIA MARCOLINA;PRACA EDUARDO RUDGE;;;PARI;03028-010;3550308;SAO PAULO;SP;30/04/2009;11.0;27990600.0;28/12/2021;PRACA EDUARDO RUDGE, , PARI, 03028-010, SAO PAULO
Avenida Angélica, Consolação, São Paulo, 01228-200;-46.66088392885935;-23.552093989399054;90400888;1538;1;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4776.0;ALTOS DA ANGELICA SP-SP;AVENIDA ANGELICA,;;;CONSOLACAO;01228-200;3550308;SAO PAULO;SP;30/04/2009;11.0;31225700.0;28/12/2021;AVENIDA ANGELICA,, , CONSOLACAO, 01228-200, SAO PAULO
Praça Marco Antônio Primon Maestre 250, Limão, São Paulo, 02710-030;-46.67296997582213;-23.505770011574853;90400888;2390;13;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3991.0;SP-LIMAO;PRACA MARCO ANTONIO PRIMON MAESTRE, 250;;;LIMAO;02710-030;3550308;SAO PAULO;SP;30/04/2009;11.0;38552700.0;28/12/2021;PRACA MARCO ANTONIO PRIMON MAESTRE, 250, , LIMAO, 02710-030, SAO PAULO
Avenida Marechal Tito 687, São Miguel, São Paulo, 08010-090;-46.44101002553526;-23.49341001524283;90400888;2396;9;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4281.0;SAO MIGUEL PTA-SP-SP;AVENIDA MARECHAL TITO, 687;;;SAO MIGUEL PAULISTA;08010-090;3550308;SAO PAULO;SP;30/04/2009;11.0;20266350.0;28/12/2021;AVENIDA MARECHAL TITO, 687, , SAO MIGUEL PAULISTA, 08010-090, SAO PAULO
Avenida Pavão 505, Moema, São Paulo, 04516-012;-46.67026185387923;-23.6049122201832;90400888;2405;34;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3927.0;R PAVAO-SP-SP;RUA PAVAO, 505 / 515;;;INDIANOPOLIS;45160-110;3550308;SAO PAULO;SP;30/04/2009;11.0;50427300.0;28/12/2021;RUA PAVAO, 505 / 515, , INDIANOPOLIS, 45160-110, SAO PAULO
Avenida Presidente Altino, Jaguaré, São Paulo, 05323-001;-46.74891734784451;-23.549350800222992;60746948;5772;23;BANCO BRADESCO S.A.;Banco Múltiplo;2883.0;JAGUARE, URB. SAO PAULO, SP;AVENIDA PRESIDENTE ALTINO;;;JAGUARE;05323-001;3550308;SAO PAULO;SP;25/03/1999;11.0;37687900.0;28/12/2021;AVENIDA PRESIDENTE ALTINO, , JAGUARE, 05323-001, SAO PAULO
Avenida Cruzeiro do Sul 248, Pari, São Paulo, 03033-020;-46.62532002973617;-23.529550015707287;90400888;2433;98;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;836.0;001-0836 AV CRUZEIRO DO SUL-CAP-SP;AV CRUZEIRO DO SUL, 248;;;CANINDE;03033-020;3550308;SAO PAULO;SP;22/04/2009;11.0;33122850.0;28/12/2021;AV CRUZEIRO DO SUL, 248, , CANINDE, 03033-020, SAO PAULO
Avenida Pedroso de Morais, Pinheiros, São Paulo, 05420-002;-46.6976724767358;-23.558851186110566;90400888;2437;11;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;834.0;001-0834 NICOLAU GAGLIARDI-CAP-SP;AV PEDROSO DE MORAIS;;;PINHEIROS;05420-002;3550308;SAO PAULO;SP;22/04/2009;11.0;30307050.0;28/12/2021;AV PEDROSO DE MORAIS, , PINHEIROS, 05420-002, SAO PAULO
Rua da Quitanda 89, Sé, São Paulo, 01012-010;-46.63508000161269;-23.54780001731021;90400888;2442;89;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;833.0;001-0833 R DA QUITANDA-CAP-SP;R DA QUITANDA, 89-93;;;CENTRO;01012-010;3550308;SAO PAULO;SP;22/04/2009;11.0;32929755.0;28/12/2021;R DA QUITANDA, 89-93, , CENTRO, 01012-010, SAO PAULO
Avenida Morumbi 6885, Morumbi, São Paulo, 05650-002;-46.7040100072995;-23.617399988517818;90400888;2511;45;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;941.0;001-0941 REAL PARQUE-CAP-SP;AV MORUMBI 6885;;;MORUMBI;05650-002;3550308;SAO PAULO;SP;30/07/2010;11.0;37555350.0;28/12/2021;AV MORUMBI 6885, , MORUMBI, 05650-002, SAO PAULO
Estrada de Itapecerica 3848, Capão Redondo, São Paulo, 05835-004;-46.76586732727807;-23.658837365602988;90400888;2746;9;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1634.0;001-1634 CAPAO REDONDO-SP-SP;EST DE ITAPECERICA ,3848;;;VILA PREL;05835-004;3550308;SAO PAULO;SP;28/12/2011;11.0;55103300.0;28/12/2021;EST DE ITAPECERICA ,3848, , VILA PREL, 05835-004, SAO PAULO
Avenida dos Tajurás 350, Morumbi, São Paulo, 05670-000;-46.69439998767078;-23.586789990582872;90400888;2506;88;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;918.0;AV DOS TAJURAS-CAP-SP;AV DOS TAJURAS, 350;;;CIDADE JARDIM;05670-000;3550308;SAO PAULO;SP;17/06/2011;11.0;30394900.0;28/12/2021;AV DOS TAJURAS, 350, , CIDADE JARDIM, 05670-000, SAO PAULO
Avenida Presidente Altino, Jaguaré, São Paulo, 05323-002;-46.75481310558236;-23.537857954361673;90400888;2507;69;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;919.0;001-0919 AV PRES ALTINO-SP-SP;AVENIDA PRES ALTINO;;837 / 839 / 843 / 845 / 849 / 853 / 855;JAGUARÉ;05323-002;3550308;SAO PAULO;SP;25/04/2011;11.0;37161550.0;28/12/2021;AVENIDA PRES ALTINO, , JAGUARÉ, 05323-002, SAO PAULO
Rua Conselheiro Moreira de Barros 761, Santana, São Paulo, 02018-012;-46.631879958618384;-23.49387998855387;90400888;2508;40;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;921.0;001-0921 C MOREIRA BARROS-CAP-SP;RUA CONSELHEIRO MOREIRA DE BARROS, 761;;;SANTANA;02018-012;3550308;SAO PAULO;SP;03/09/2010;21.0;22811850.0;28/12/2021;RUA CONSELHEIRO MOREIRA DE BARROS, 761, , SANTANA, 02018-012, SAO PAULO
Rua Voluntários da Pátria 3998, Santana, São Paulo, 02402-500;-46.62848000723332;-23.48563999099919;90400888;2510;64;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;935.0;001-0935 ALTO DE SANTANA-CAP-SP;R VOLUNTARIOS DA PATRIA 3998/4006;;;SANTANA;02402-500;3550308;SAO PAULO;SP;23/07/2010;11.0;22812650.0;28/12/2021;R VOLUNTARIOS DA PATRIA 3998/4006, , SANTANA, 02402-500, SAO PAULO
Rua Vergueiro 4600, Vila Mariana, São Paulo, 04102-002;-46.62323997664416;-23.59454999845221;90400888;2527;2;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;986.0;001-0986 KLABIN-IMIGRANTES-SP-SP;R VERGUEIRO,4600;;;VILA MARIANA;04102-002;3550308;SAO PAULO;SP;14/09/2011;11.0;50809600.0;28/12/2021;R VERGUEIRO,4600, , VILA MARIANA, 04102-002, SAO PAULO
Rua Zilda 578, Casa Verde, São Paulo, 02545-000;-46.66147000466543;-23.494679999302463;90400888;2528;93;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;982.0;001-0982 R ZILDA-CAP-SP;R ZILDA 578 / 582;;;CASA VERDE ALTA;02545-000;3550308;SAO PAULO;SP;20/12/2010;11.0;38551300.0;28/12/2021;R ZILDA 578 / 582, , CASA VERDE ALTA, 02545-000, SAO PAULO
Avenida Washington Luís 6831, Campo Belo, São Paulo, 04627-005;-46.66186998908495;-23.623690020117763;90400888;2532;70;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;994.0;001-0994 VL CONGONHAS-SP-SP;AV WASHINGTON LUIS, 6831;;;SANTO AMARO;04627-005;3550308;SAO PAULO;SP;27/12/2012;11.0;50902050.0;28/12/2021;AV WASHINGTON LUIS, 6831, , SANTO AMARO, 04627-005, SAO PAULO
Avenida Professor Abraão de Morais 2177, Cursino, São Paulo, 04123-011;-46.62838001112843;-23.62456999422264;90400888;2533;50;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;996.0;001-0996 ABRAAO DE MORAIS-CAP-SP;AV PROF ABRAAO DE MORAIS 2177 / 2183;;;SAÚDE;04123-011;3550308;SAO PAULO;SP;29/11/2010;11.0;50671850.0;28/12/2021;AV PROF ABRAAO DE MORAIS 2177 / 2183, , SAÚDE, 04123-011, SAO PAULO
Avenida da Liberdade 937, Liberdade, São Paulo, 01503-010;-46.63832002628516;-23.56085001191164;90400888;2556;47;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;997.0;001-0997 SAO JOAQUIM-SP-SP;AV DA LIBERDADE, 937;;947;LIBERDADE;01503-001;3550308;SAO PAULO;SP;28/10/2011;11.0;30193500.0;28/12/2021;AV DA LIBERDADE, 937, , LIBERDADE, 01503-001, SAO PAULO
Avenida Alberto Byington 1991, Vila Maria, São Paulo, 02127-002;-46.58725001224656;-23.501210004790323;90400888;2565;38;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;983.0;001-0983 VL MARIA ALTA-CAP-SP;AV ALBERTO BYINGTON 1991;;;VL MARIA;02127-001;3550308;SAO PAULO;SP;29/09/2010;11.0;22079150.0;28/12/2021;AV ALBERTO BYINGTON 1991, , VL MARIA, 02127-001, SAO PAULO
Rua Olimpíadas 120, Itaim Bibi, São Paulo, 04551-000;-46.6847059892619;-23.59537510486814;90400888;2569;61;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1042.0;001-1042 R DAS OLIMPIADAS-CAP-SP;R OLIMPIADAS 120;;;VL OLIMPIA;04551-000;3550308;SAO PAULO;SP;29/11/2010;11.0;30469500.0;28/12/2021;R OLIMPIADAS 120, , VL OLIMPIA, 04551-000, SAO PAULO
Praça Nippon 81, Vila Maria, São Paulo, 02124-030;-46.57747000762143;-23.506080016263795;90400888;2570;3;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1046.0;001-1046 PÇA NIPPON-CAP-SP;PRAÇA NIPPON, 81;;ANT 5;JD JAPÃO;02124-030;3550308;SAO PAULO;SP;30/11/2010;11.0;29349950.0;28/12/2021;PRAÇA NIPPON, 81, , JD JAPÃO, 02124-030, SAO PAULO
Rua Conselheiro Moreira de Barros 2841, Mandaqui, São Paulo, 02430-001;-46.646100024993586;-23.483140004558095;90400888;2571;86;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1133.0;001-1133 LAUZANE PAULISTA-CAP-SP;AV CONS MOREIRA DE BARROS , 2841;;;LAUZANE PAULISTA;02430-001;3550308;SAO PAULO;SP;19/09/2011;11.0;32175950.0;28/12/2021;AV CONS MOREIRA DE BARROS , 2841, , LAUZANE PAULISTA, 02430-001, SAO PAULO
Rua Hipólito de Camargo 323, Guaianases, São Paulo, 08410-030;-46.41426999420591;-23.543730016585315;90400888;2574;29;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1086.0;001-1086 GUAIANASES-CAP-SP;R HIPOLITO DE CAMARGO, 323 / 333;;;VILA LOURDES;08410-030;3550308;SAO PAULO;SP;08/10/2010;11.0;25514600.0;28/12/2021;R HIPOLITO DE CAMARGO, 323 / 333, , VILA LOURDES, 08410-030, SAO PAULO
Avenida Deputado Emílio Carlos 1861, Limão, São Paulo, 02721-100;-46.67588997943136;-23.490920003266496;90400888;2576;90;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1074.0;001-1074 DEP EMILIO CARLOS-CAP-SP;AV DEP EMILIO CARLOS 1861;;;LIMÃO;02721-100;3550308;SAO PAULO;SP;27/12/2010;11.0;39341000.0;28/12/2021;AV DEP EMILIO CARLOS 1861, , LIMÃO, 02721-100, SAO PAULO
Rua da Consolação 3040, Jardim Paulista, São Paulo, 01416-000;-46.66697004189109;-23.559329995680287;90400888;2577;71;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;990.0;CONSOLACAO-JARDINS-CAP-SP;R DA CONSOLAÇÃO, 3040;;;CERQUEIRA CESAR;01416-000;3550308;SAO PAULO;SP;29/11/2010;11.0;20755100.0;28/12/2021;R DA CONSOLAÇÃO, 3040, , CERQUEIRA CESAR, 01416-000, SAO PAULO
Avenida Ermano Marchetti 909, Lapa, São Paulo, 05038-001;-46.700445350593114;-23.51463215306633;90400888;2579;33;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1164.0;001-1164 PCA JACOMO ZANELLA-SP-SP;AV ERMANO MARQUETTI, 909;;;AGUA BRANCA;05038-001;3550308;SAO PAULO;SP;26/12/2012;11.0;36125900.0;28/12/2021;AV ERMANO MARQUETTI, 909, , AGUA BRANCA, 05038-001, SAO PAULO
Rua Domingos Osvaldo Bataglia 445, Saúde, São Paulo, 04051-090;-46.64613769866213;-23.609321866724333;90400888;2610;27;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1135.0;001-1135 JOSE M WHITAKER-CAP-SP;R DOMINGOS OSWALDO BATAGLIA 445;;;MIRANDOPOLIS;04051-090;3550308;SAO PAULO;SP;30/12/2010;11.0;50703900.0;28/12/2021;R DOMINGOS OSWALDO BATAGLIA 445, , MIRANDOPOLIS, 04051-090, SAO PAULO
Avenida Corifeu de Azevedo Marques 5963, Rio Pequeno, São Paulo, 05339-005;-46.75764002220595;-23.551970014139997;90400888;2613;70;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1118.0;001-1118 CORIFEU A MARQUES-CAP-SP;AV CORIFEU DE AZEVEDO MARQUES,5963;;;VILA LAGEADO;05339-005;3550308;SAO PAULO;SP;28/12/2011;11.0;37161500.0;28/12/2021;AV CORIFEU DE AZEVEDO MARQUES,5963, , VILA LAGEADO, 05339-005, SAO PAULO
Praça Amadeu Amaral 47, Bela Vista, São Paulo, 01327-010;-46.643619987482026;-23.56822000982622;90400888;2588;24;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1199.0;001-1199 BENEFICENCIA-CAP-SP;PÇA AMADEU AMARAL, 47;;CJ 11 E VG LJ 1 E 2 VG;BELA VISTA;01327-010;3550308;SAO PAULO;SP;29/11/2010;11.0;30161910.0;28/12/2021;PÇA AMADEU AMARAL, 47, , BELA VISTA, 01327-010, SAO PAULO
Rua Vergueiro 1825, Vila Mariana, São Paulo, 04101-000;-46.6401200399921;-23.578339984444128;90400888;2595;53;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1549.0;001-1549 VERGUEIRO-SP-SP;RUA VERGUEIRO, 1825;;;VL MARIANA;04101-000;3550308;SAO PAULO;SP;28/12/2010;11.0;59041020.0;28/12/2021;RUA VERGUEIRO, 1825, , VL MARIANA, 04101-000, SAO PAULO
Avenida Dona Belmira Marin 2028, Grajau, São Paulo, 04846-010;-46.687950029358234;-23.74713998928067;90400888;2597;15;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1547.0;001-1547 GRAJAU-CAP-SP;AV DONA BELMIRA MARIN, 2028  2040;;;PARQUE BRASIL;04846-000;3550308;SAO PAULO;SP;21/10/2011;11.0;59234000.0;28/12/2021;AV DONA BELMIRA MARIN, 2028  2040, , PARQUE BRASIL, 04846-000, SAO PAULO
